temperature,ph_level,moisture,risk_score,risk_class
36.25,4.96,38.55,0,Low
37.62,6.62,58.24,1,Low
39.01,7.23,97.94,4,High
36.68,5.54,48.94,0,Low
36.45,5.72,46.48,0,Low
38.52,7.38,65.57,3,Medium
37.88,6.19,59.48,1,Low
35.83,6.39,37.12,0,Low
36.8,4.97,26.99,0,Low
38.85,8.05,72.74,5,High
37.42,6.12,82.78,1,Low
38.0,6.56,85.49,3,Medium
36.63,5.32,34.65,0,Low
38.47,9.05,100.0,5,Low
37.77,6.32,70.02,2,Medium
37.85,7.13,65.95,2,Medium
36.51,4.78,39.7,0,Low
37.84,9.14,91.08,5,High
39.34,7.78,82.69,4,High
36.48,5.49,37.99,0,Low
37.48,7.97,99.34,3,Medium
38.4,7.81,65.78,3,Medium
37.13,4.59,39.43,0,Low
37.92,8.91,94.94,5,High
36.28,4.98,30.65,0,Low
36.52,5.4,52.1,0,Low
35.82,5.04,41.78,0,Low
37.79,6.27,39.82,1,Low
38.06,5.61,74.73,2,Medium
37.69,6.19,75.37,2,Medium
36.05,5.79,42.85,0,Low
36.95,4.53,39.38,0,Low
37.98,8.33,83.95,4,High
39.23,8.45,77.14,5,High
39.48,7.49,89.71,4,High
35.83,5.83,49.43,0,Low
38.35,7.55,91.6,4,High
39.83,8.09,90.47,6,High
37.72,6.94,66.27,2,Medium
36.76,6.06,46.74,0,Low
39.27,8.85,85.12,6,High
37.8,7.24,77.92,2,Medium
36.32,5.62,57.19,0,Low
36.67,5.5,34.27,0,High
38.05,5.74,74.75,2,Medium
36.39,5.03,36.23,0,Low
36.63,4.43,51.82,0,Low
39.04,6.71,58.29,2,Medium
39.59,7.95,79.09,4,High
36.39,5.46,56.23,0,Low
39.1,5.42,61.82,2,Medium
40.26,9.28,100.0,6,High
38.49,7.7,83.73,3,Medium
38.75,8.13,96.2,6,High
36.63,4.23,41.47,0,Low
38.52,8.34,91.77,6,High
39.12,7.68,95.45,5,High
36.36,4.44,42.1,0,Low
37.87,5.88,79.19,2,Low
37.6,7.82,64.09,2,Medium
37.38,6.57,84.0,1,Low
37.74,4.81,48.08,1,Low
37.99,7.22,83.64,2,Medium
37.93,8.56,94.21,5,High
38.42,7.09,83.59,2,Medium
38.62,7.51,85.45,5,High
37.99,5.09,67.8,2,Medium
39.23,9.18,91.49,6,High
36.99,7.35,61.31,0,Low
38.6,5.56,75.54,3,Medium
37.11,3.53,34.76,1,Low
38.16,7.13,43.02,1,Low
37.0,5.1,46.76,0,Low
36.07,4.99,45.63,0,Low
36.95,5.06,58.14,0,Low
38.03,8.49,91.01,5,High
35.97,6.25,53.53,0,Low
39.49,8.03,82.52,5,High
38.24,9.5,85.09,5,High
36.51,6.11,36.18,0,Low
38.3,7.33,81.01,2,Medium
37.94,7.8,62.95,2,Medium
37.79,6.96,70.85,2,Medium
38.74,8.29,89.18,6,High
38.4,7.03,62.37,1,Low
38.89,5.99,71.14,3,Medium
37.74,6.0,62.15,1,Low
38.47,9.0,89.93,5,High
37.95,7.33,66.55,2,Medium
37.26,7.74,69.91,2,Medium
38.48,7.46,76.67,2,Medium
39.25,7.62,77.61,4,High
38.67,7.99,88.97,5,High
39.65,9.4,77.0,5,High
38.25,6.44,78.61,2,Medium
39.85,8.83,98.49,6,High
36.55,4.79,26.93,0,Low
36.97,4.76,60.66,0,Low
36.98,7.61,57.21,1,Low
39.02,8.43,96.79,6,High
38.17,6.17,72.94,2,Medium
38.68,5.68,66.54,3,Medium
37.53,6.81,64.71,1,Low
36.71,4.68,43.4,0,Low
38.35,5.89,63.19,1,Low
38.08,5.96,77.49,2,Medium
38.55,7.22,58.68,2,Medium
37.63,6.93,67.96,2,Medium
35.9,5.38,48.43,0,Low
39.06,7.83,91.47,5,High
37.77,8.83,81.75,4,High
36.34,3.0,57.82,1,Low
37.63,5.65,58.45,1,Low
37.86,7.35,70.86,2,Medium
36.78,5.58,19.92,0,Low
36.42,5.76,67.57,1,Medium
36.29,3.63,55.36,1,Low
39.38,6.21,91.05,4,High
38.28,8.34,96.17,5,High
39.4,8.69,94.77,6,High
37.31,6.74,71.76,1,Low
39.0,8.14,79.63,5,High
36.44,6.35,47.64,0,Low
38.83,7.08,95.38,4,High
37.73,5.96,70.73,2,Medium
39.46,9.15,100.0,6,High
38.18,7.12,95.06,3,Medium
37.66,6.63,73.83,2,Medium
35.97,5.0,59.38,0,Low
37.5,5.08,79.53,2,Medium
38.21,7.17,78.49,2,Medium
38.76,7.47,91.49,4,Medium
37.88,8.3,91.39,5,High
36.65,5.54,46.16,0,Low
36.81,6.13,84.75,1,Low
36.87,5.86,22.0,0,Low
39.54,7.8,100.0,5,High
37.58,8.43,84.24,4,High
36.87,4.58,63.03,0,Low
37.49,6.68,75.17,1,Low
38.7,8.22,81.47,5,High
39.04,7.01,82.06,3,Medium
37.09,5.38,53.52,0,Low
36.49,4.82,29.21,0,Low
39.13,8.17,96.58,6,High
38.75,7.09,83.95,3,Medium
37.51,5.96,70.7,2,Medium
38.61,8.2,79.5,5,High
37.04,5.56,61.32,0,Low
37.75,8.17,76.33,4,High
36.83,4.59,55.78,0,Low
37.86,8.36,91.69,5,High
39.25,9.1,93.31,6,High
39.59,9.5,97.32,6,High
38.12,7.0,70.19,2,Medium
36.23,5.81,43.49,0,Low
36.51,4.62,51.93,0,High
37.39,7.98,80.9,2,Medium
39.04,8.18,95.63,6,High
36.67,4.88,27.47,0,Low
38.64,8.05,92.91,6,High
36.18,4.76,35.82,0,Low
37.6,6.64,75.86,2,Medium
36.07,5.91,56.33,0,Low
38.51,7.06,68.44,3,Medium
37.89,7.24,71.87,2,Medium
35.59,5.37,40.52,0,Low
38.14,6.52,80.23,2,Medium
39.0,8.12,100.0,6,High
38.71,7.46,95.81,4,High
36.36,4.64,45.75,0,Low
37.55,8.47,73.09,4,High
39.84,8.1,100.0,6,High
39.86,7.93,71.08,4,High
38.75,7.23,64.85,2,Medium
39.48,8.15,100.0,6,High
38.4,7.41,63.0,1,Low
37.11,5.1,49.06,0,Low
36.93,5.2,44.23,0,Low
38.65,7.84,88.06,5,High
37.69,5.64,33.38,1,Low
37.68,6.82,78.97,2,Medium
38.76,7.86,91.64,5,High
36.56,4.91,57.78,0,Low
37.92,6.92,88.36,3,Medium
36.34,3.66,27.79,1,Low
37.85,6.36,73.51,2,Medium
36.14,5.43,61.43,0,Low
39.05,7.06,78.2,3,Medium
36.62,4.59,58.62,0,Low
38.41,8.22,90.3,5,High
40.09,8.04,90.91,6,High
39.16,8.94,100.0,6,High
39.56,8.53,97.8,6,High
36.51,5.66,56.46,0,Low
39.02,8.14,70.32,5,High
37.7,5.92,78.14,2,Medium
38.6,7.92,99.64,5,High
39.17,8.32,97.23,6,High
37.88,5.44,67.68,2,Medium
38.04,6.21,81.41,2,Medium
36.14,4.68,68.14,1,Low
37.12,4.27,36.73,0,Low
37.99,6.66,65.11,2,Medium
38.42,8.09,98.91,5,High
38.07,7.9,68.17,3,Medium
38.36,6.01,69.77,2,Medium
35.66,4.89,29.84,0,Low
38.83,6.87,80.19,3,Medium
37.71,5.26,86.26,3,Medium
39.73,8.52,82.19,5,Medium
40.18,9.12,85.9,6,High
37.95,6.67,82.0,2,Medium
37.88,8.48,88.57,5,High
38.02,7.76,79.78,3,Medium
38.86,7.93,76.55,4,High
38.82,5.43,69.76,3,Medium
36.74,4.33,27.9,0,Low
38.57,6.01,65.0,3,Medium
36.23,5.24,57.77,0,Low
35.93,4.5,48.63,0,Low
38.44,7.9,93.36,4,High
39.31,7.69,85.74,5,High
37.23,4.83,44.73,0,Low
40.02,8.29,98.62,6,High
36.64,3.95,19.19,1,Low
36.64,5.14,30.01,0,Low
39.54,9.24,85.03,6,High
36.7,4.92,67.22,1,Low
39.64,8.43,89.86,6,High
39.07,8.14,100.0,6,High
37.2,3.0,50.28,1,Medium
36.9,5.18,53.13,0,Low
39.8,8.67,94.34,6,High
38.48,7.62,68.87,3,Medium
37.99,8.33,80.98,4,High
39.07,5.12,76.37,3,Medium
38.84,7.0,62.06,2,Medium
38.47,8.02,87.37,5,High
38.04,7.11,60.04,1,Low
36.76,5.37,53.76,0,Low
38.69,7.6,96.8,5,High
37.85,6.88,89.94,3,Medium
36.56,5.49,41.76,0,Low
37.63,6.64,78.44,2,Medium
38.73,8.54,88.41,6,High
37.44,5.89,73.05,1,Low
36.17,5.94,68.1,1,Low
37.34,3.33,57.91,1,Low
38.39,6.03,69.32,2,Medium
37.79,8.26,68.92,4,High
38.67,9.1,76.99,5,High
37.63,8.03,71.85,4,High
38.11,7.59,97.47,4,High
36.45,4.62,53.6,0,Low
37.5,5.9,74.58,2,Medium
36.46,5.28,46.23,0,Low
37.23,7.29,80.27,1,Low
36.9,4.92,55.7,0,Low
37.33,7.46,53.66,0,Low
37.71,6.44,71.72,2,Medium
36.86,5.04,37.59,0,Low
36.7,5.44,62.0,0,Low
38.19,6.56,55.7,1,Medium
39.56,8.41,62.44,4,High
37.07,4.79,56.86,0,Low
37.56,7.82,57.33,2,Medium
36.52,4.42,48.65,0,Low
39.65,8.63,76.43,5,High
37.98,6.77,65.02,2,Medium
39.77,9.34,90.85,6,High
37.09,5.04,76.09,1,Low
36.3,4.34,63.75,0,Low
37.63,6.11,83.85,2,Medium
38.61,6.75,75.12,3,Medium
38.53,8.11,80.53,5,High
39.36,8.79,95.33,6,High
39.83,8.74,100.0,6,High
37.84,7.11,77.75,2,Medium
37.34,5.76,68.92,1,Low
37.18,6.92,69.04,1,Low
37.61,5.32,36.64,1,Low
37.9,6.61,61.38,1,Low
37.81,7.44,75.11,2,Medium
36.94,5.3,41.33,0,Low
36.32,4.51,14.27,0,Low
38.7,7.09,66.23,3,Medium
36.92,7.03,82.77,1,Low
37.84,7.95,100.0,4,High
37.19,8.69,57.46,2,High
38.28,7.93,95.09,4,High
37.71,5.99,74.79,2,Medium
36.72,5.19,43.65,0,Low
36.51,5.75,71.74,1,Low
39.05,7.81,96.12,5,High
37.69,7.52,70.19,3,Medium
36.78,5.17,56.53,0,Low
37.85,6.42,70.02,2,Medium
39.19,8.38,89.27,6,High
37.56,8.78,77.63,4,High
36.69,5.54,40.81,0,Low
36.08,5.38,23.94,0,Low
39.22,8.07,84.43,5,High
38.02,8.49,83.55,4,High
39.11,8.05,84.36,5,High
39.12,8.25,85.86,6,High
36.61,5.34,46.17,0,Low
36.95,4.92,53.86,0,Low
36.62,5.91,34.22,0,High
37.19,5.22,40.57,0,Low
37.54,9.45,92.47,5,High
39.11,7.63,87.35,5,High
35.89,3.53,25.83,1,Low
38.74,8.81,82.1,5,High
38.38,6.81,67.01,2,Medium
36.39,5.84,67.52,1,Low
37.61,7.94,90.03,4,High
37.86,7.15,100.0,3,Medium
37.16,5.92,73.9,1,Low
39.04,7.61,76.05,4,High
38.1,6.53,64.79,1,Low
39.25,8.89,85.33,6,High
38.1,6.36,69.04,2,Medium
39.14,7.41,94.58,4,Medium
36.82,4.74,36.96,0,Low
36.89,4.64,37.88,0,Low
38.57,9.12,92.53,6,High
36.13,5.52,37.66,0,Low
36.99,5.27,14.96,0,Low
38.98,8.0,91.28,5,High
35.18,4.32,48.39,0,Low
37.48,5.26,67.57,1,Low
36.49,4.92,55.07,0,Low
36.49,5.65,50.66,0,Low
38.82,7.99,97.34,5,High
36.37,5.86,32.43,0,Low
36.84,4.32,51.11,0,Low
38.92,7.91,88.94,5,High
39.21,7.52,81.46,4,High
36.77,4.53,64.1,0,Low
38.52,7.77,88.18,5,High
38.53,7.59,70.35,4,High
39.39,8.23,93.22,6,High
36.84,4.45,36.87,0,Low
38.48,7.32,95.41,3,Low
37.23,6.61,68.16,1,Low
38.25,7.39,94.16,3,Medium
37.78,6.54,68.77,2,Medium
39.86,7.24,97.01,4,High
38.6,5.17,94.36,4,High
37.25,5.76,39.76,0,Low
38.4,8.67,86.61,5,High
39.22,7.66,87.37,5,High
36.28,4.66,63.42,0,Low
37.72,6.66,74.54,2,Medium
38.11,7.0,52.11,1,Low
38.63,6.16,58.78,2,Medium
38.04,9.02,86.25,5,High
38.41,8.13,100.0,5,High
36.74,5.76,38.33,0,Low
38.02,8.55,93.11,5,High
37.76,5.66,46.47,1,Low
39.22,8.28,92.23,6,High
38.42,9.25,95.27,5,High
37.29,6.39,66.85,1,Low
37.81,5.85,69.41,2,Medium
37.26,7.12,82.09,1,Low
38.42,7.88,76.73,3,Medium
38.06,6.08,89.4,3,Medium
35.7,3.76,33.19,1,Low
38.35,8.1,70.1,4,High
35.98,5.24,42.65,0,Medium
37.84,7.86,54.12,2,Medium
36.41,5.5,55.4,0,Low
37.01,5.61,36.44,0,Low
38.93,8.13,100.0,6,High
36.56,5.42,20.44,0,Low
38.04,7.69,72.0,3,Medium
39.42,7.91,88.88,5,High
38.63,9.12,81.13,5,High
38.27,6.55,64.61,1,Medium
37.01,4.65,32.17,0,Low
39.14,8.8,96.07,6,High
39.57,7.77,93.76,5,High
37.67,5.67,67.14,2,Medium
36.57,4.23,26.72,0,Low
36.76,4.42,50.54,0,Low
36.91,3.05,76.83,2,Medium
36.5,4.21,36.12,0,Low
37.66,8.15,99.18,5,High
35.9,4.9,40.94,0,Low
36.01,5.36,52.14,0,Low
38.34,8.28,82.28,4,High
39.78,8.16,80.29,5,High
36.51,4.89,50.7,0,Low
37.92,6.75,90.64,3,Medium
38.32,6.9,59.94,1,Low
37.97,6.34,67.57,2,Medium
39.53,8.61,91.45,6,High
38.32,8.17,84.55,4,High
38.05,7.75,82.86,3,Medium
37.01,4.91,61.91,0,Low
36.53,4.96,58.11,0,Low
37.97,5.48,61.0,1,Low
35.56,5.94,51.0,0,Low
37.48,8.32,84.11,3,Medium
36.67,4.55,46.62,0,Low
38.85,9.29,89.24,6,High
35.92,5.09,35.87,0,Low
35.79,5.48,32.28,0,Low
36.43,6.2,47.06,0,Low
36.88,6.0,42.49,0,Low
38.51,7.52,75.31,4,High
37.82,7.71,83.46,3,Medium
38.45,7.66,96.64,4,High
37.01,5.38,38.46,0,Low
37.17,8.13,73.19,3,Medium
38.7,7.58,65.72,4,High
37.12,8.73,60.77,2,Medium
39.06,7.22,82.15,3,Medium
36.83,4.73,45.22,0,Low
37.87,6.19,64.2,1,Low
38.46,8.83,96.16,5,High
38.18,8.11,100.0,5,High
37.82,6.87,68.91,2,Medium
38.48,7.16,78.46,2,Medium
39.44,9.15,100.0,6,High
38.51,6.26,78.47,3,Medium
40.05,7.62,94.46,5,High
36.86,4.85,50.75,0,Low
38.3,6.96,71.52,2,Medium
36.41,5.24,46.2,0,Low
37.71,5.04,38.19,1,Low
37.75,5.52,62.59,1,Low
35.7,4.75,44.16,0,Low
38.21,7.27,61.07,1,Low
38.6,7.12,74.23,3,Medium
38.43,8.22,73.23,4,Low
38.65,7.98,95.18,5,High
39.5,8.42,83.09,5,High
37.62,6.65,87.95,3,Medium
37.02,5.08,28.66,0,Low
38.43,9.18,77.15,4,High
36.16,4.99,52.99,0,Low
37.87,7.41,63.38,1,Low
38.4,7.07,64.71,1,Low
37.11,4.24,33.67,0,Low
37.68,5.64,83.51,2,Medium
36.5,4.57,41.43,0,Low
36.96,5.08,56.8,0,Low
38.97,5.28,54.15,2,Medium
36.84,5.24,50.18,0,Low
39.08,7.62,96.55,5,High
37.31,6.23,48.97,0,Low
38.79,5.99,73.38,3,Medium
38.64,8.66,91.96,6,High
36.19,4.88,35.77,0,Low
38.83,9.31,87.92,6,High
39.74,8.47,88.95,6,High
38.33,9.36,90.41,5,High
36.76,5.84,46.88,0,Low
38.31,7.65,100.0,4,Medium
37.89,8.43,91.13,5,High
38.29,7.56,98.69,4,High
36.84,5.17,48.93,0,Low
38.78,8.9,100.0,6,High
36.5,5.59,67.58,1,Low
37.5,7.82,70.59,3,Medium
38.29,5.79,75.5,2,Medium
37.89,6.6,54.28,1,Low
38.0,6.06,66.74,2,Medium
36.32,5.0,24.0,0,Low
37.91,5.92,45.4,1,Low
39.23,8.33,96.91,6,High
38.0,6.6,65.83,2,Medium
37.3,4.93,62.72,0,Low
39.13,9.5,100.0,6,High
36.2,6.53,44.01,0,Low
36.82,7.06,59.17,0,Low
37.32,8.24,75.52,3,Medium
37.39,8.04,51.97,2,Medium
38.52,7.93,85.87,5,High
37.27,6.45,71.16,1,Low
39.08,8.9,78.17,5,High
36.96,5.24,34.67,0,Low
38.58,7.73,93.9,5,High
37.64,6.35,59.3,1,Low
36.63,4.72,58.2,0,Low
37.08,5.36,37.65,0,Low
38.34,7.8,84.01,3,Medium
38.39,8.57,62.36,3,Medium
38.7,6.61,74.74,3,Medium
36.57,4.9,37.47,0,Low
37.94,6.23,59.25,1,Low
38.03,8.68,93.87,5,High
36.57,4.17,54.0,0,Low
38.03,7.2,63.58,1,Low
38.38,7.35,64.65,1,Low
39.65,8.88,85.48,6,High
35.94,4.78,62.55,0,Low
37.6,6.31,64.68,1,Low
38.13,8.85,88.84,5,High
36.01,6.11,61.7,0,Low
38.66,7.65,82.72,4,High
38.91,7.24,100.0,4,High
38.94,7.82,87.86,5,High
37.9,6.79,78.05,2,Medium
39.32,8.19,91.85,6,High
39.5,8.39,88.74,6,High
38.83,8.22,89.55,6,Low
38.31,8.23,63.96,3,Medium
36.95,7.46,55.43,0,Low
38.07,6.3,62.42,1,Low
36.96,4.35,44.35,0,Low
39.39,8.71,75.32,5,High
38.53,8.34,82.49,5,High
39.18,6.9,65.4,3,High
35.87,6.01,48.75,0,Low
37.39,6.81,79.32,1,Low
38.46,6.73,60.7,1,Low
38.77,5.69,62.68,2,Medium
39.03,7.73,97.72,5,High
39.1,7.83,86.33,5,High
38.11,9.0,100.0,5,High
39.11,8.91,100.0,6,High
37.86,8.01,94.01,5,High
38.79,8.1,61.84,4,High
37.53,6.64,67.75,2,Medium
37.46,4.71,53.95,0,Low
37.57,6.95,59.2,1,Low
38.34,7.53,85.56,4,High
38.24,6.01,66.42,2,Medium
38.3,6.68,80.51,2,Medium
36.58,4.6,30.29,0,Low
38.39,8.12,79.5,4,High
37.51,6.44,65.94,2,Medium
37.08,6.3,75.02,1,Low
37.72,7.03,62.18,1,Low
35.84,5.62,49.39,0,Medium
38.46,6.54,63.82,1,Low
40.0,7.78,89.09,5,High
37.86,7.28,77.8,2,Medium
36.81,5.0,30.4,0,Low
37.57,7.54,79.61,3,Medium
36.82,5.29,48.33,0,Low
38.14,5.68,62.1,1,Low
38.45,8.12,48.31,3,Medium
36.64,5.71,51.08,0,Low
39.03,7.38,89.15,4,High
36.49,5.46,44.21,0,Low
38.25,7.96,91.64,4,High
38.43,7.0,85.06,3,Medium
36.01,5.49,79.19,1,Low
37.97,7.49,56.3,1,Low
36.61,5.28,58.13,0,Low
36.7,5.11,43.42,0,Low
38.39,8.37,91.56,5,High
39.3,8.82,95.42,6,High
36.65,4.36,46.16,0,Low
37.24,5.55,58.84,0,Low
36.46,4.7,65.9,1,Low
37.22,7.61,71.44,2,Medium
36.72,4.99,63.31,0,Low
36.31,4.38,18.66,0,Low
37.62,7.52,73.89,3,Medium
36.37,4.47,46.08,0,Low
38.87,7.78,80.41,4,High
38.57,8.16,88.09,6,High
39.08,8.53,100.0,6,High
37.4,4.43,25.79,0,Low
39.41,8.62,99.69,6,High
39.65,8.4,77.65,5,High
36.68,5.27,56.99,0,Low
38.02,8.11,77.06,4,High
38.6,5.81,63.29,2,Medium
38.63,8.45,86.46,6,High
38.43,7.68,58.82,2,Medium
39.78,9.13,88.74,6,High
36.11,4.23,45.14,0,Low
38.55,6.41,69.61,3,Medium
36.28,5.52,49.35,0,Low
36.78,5.43,52.27,0,Low
37.05,5.18,39.78,0,Low
38.07,7.67,59.54,2,Medium
36.61,4.65,38.56,0,Low
37.86,8.61,100.0,5,High
37.42,7.4,69.54,1,Low
38.84,7.85,88.19,5,High
38.21,8.77,99.54,5,High
36.82,3.42,37.38,1,Low
37.41,5.95,42.16,0,Low
37.88,6.81,85.66,3,Medium
37.91,6.86,74.0,2,Medium
36.24,4.26,61.45,0,Low
39.88,7.05,85.32,4,High
37.9,5.75,74.26,2,Medium
38.77,7.83,89.72,5,High
37.82,4.83,40.51,1,Medium
37.92,8.42,88.09,5,High
36.19,5.22,34.63,0,Low
38.76,6.94,55.46,2,Medium
37.76,6.52,71.52,2,Medium
39.94,8.2,80.78,5,High
37.23,5.16,42.04,0,Low
36.49,3.56,51.76,1,Low
38.62,6.22,72.26,3,Medium
37.94,6.89,70.37,2,Medium
36.97,5.85,35.92,0,Low
36.39,4.6,25.61,0,Medium
36.52,4.99,50.02,0,Low
37.69,5.86,69.1,2,Medium
37.32,7.32,81.58,1,Low
38.11,7.28,67.33,2,Medium
38.55,8.0,87.58,6,High
36.43,5.83,30.43,0,Low
39.62,8.08,86.89,6,High
39.03,7.89,94.05,5,High
36.45,3.45,59.07,1,Low
36.94,5.33,51.6,0,Low
36.79,4.33,30.95,0,Low
36.26,6.0,49.5,0,Low
37.76,6.91,69.32,2,Medium
36.63,4.03,19.19,0,Low
36.88,4.75,59.84,0,Low
38.58,7.72,80.51,4,High
38.91,8.93,92.18,6,High
35.91,6.34,35.5,0,Low
38.69,6.73,81.32,3,Medium
37.71,5.66,70.25,2,Medium
39.42,7.67,92.17,5,High
37.9,5.35,43.25,1,Low
37.62,6.19,62.12,1,Low
38.57,6.92,80.67,3,Medium
36.47,4.91,59.04,0,Low
39.28,7.8,94.61,5,High
37.78,7.46,77.48,2,Medium
37.66,8.08,75.89,4,High
37.57,7.62,71.15,3,Medium
37.96,7.07,69.43,2,Medium
37.23,5.37,61.5,0,High
39.31,8.8,98.15,6,High
38.22,8.37,64.6,3,Medium
38.77,7.98,74.09,4,High
37.39,6.94,55.78,0,Low
37.51,5.89,71.94,2,Medium
37.61,6.94,78.0,2,Medium
38.31,8.21,94.31,5,High
38.26,8.01,99.41,5,High
38.3,7.76,93.05,4,High
37.52,7.0,85.49,3,Medium
39.8,7.86,92.77,5,High
38.06,6.56,77.18,2,Medium
38.16,6.64,78.61,2,Medium
38.29,7.35,89.55,3,Medium
36.25,4.22,62.76,0,Low
38.13,8.35,100.0,5,High
36.58,5.9,55.54,0,Low
37.61,7.16,56.39,1,Low
38.62,7.84,74.37,4,High
37.3,6.26,68.28,1,Low
37.78,8.21,74.01,4,High
37.39,5.49,57.72,0,Low
37.94,7.11,60.35,1,Low
38.63,8.37,77.7,5,High
38.27,7.88,49.93,2,Medium
38.57,7.88,87.16,5,High
37.34,6.57,75.25,1,High
37.74,7.35,80.56,2,Medium
39.16,8.76,96.97,6,High
39.63,8.15,82.71,5,High
36.43,5.36,36.6,0,Low
38.07,7.22,88.92,3,Medium
35.97,4.55,35.86,0,Medium
36.29,4.62,44.94,0,Low
39.78,8.29,91.8,6,High
36.84,5.27,60.91,0,Low
38.76,8.4,89.79,6,High
38.12,8.68,83.94,4,High
39.41,8.48,89.07,6,High
38.83,8.93,77.08,5,High
38.52,8.18,86.03,6,High
37.14,5.2,51.73,0,Low
38.91,7.42,81.78,3,Medium
36.53,5.16,27.61,0,Low
36.16,4.25,37.5,0,Low
36.9,4.88,54.78,0,Low
37.7,8.3,53.77,3,Medium
39.89,8.66,87.36,6,High
36.44,4.51,40.34,0,Low
38.33,8.87,83.81,4,High
37.18,6.82,58.44,0,Low
37.85,7.65,74.4,3,Medium
38.82,8.0,96.33,5,High
38.32,7.79,61.59,2,Medium
37.63,5.63,65.31,2,Medium
38.27,9.0,86.53,5,High
37.56,6.68,60.9,1,Low
38.57,7.18,80.29,3,Medium
36.93,4.32,28.95,0,Low
36.71,5.04,53.61,0,Low
37.33,4.17,63.02,0,Low
36.42,3.83,28.4,1,Low
37.61,5.01,37.59,1,Low
38.11,8.72,89.26,5,High
36.91,5.58,42.09,0,Low
37.46,5.7,79.1,1,Low
39.47,8.28,87.66,6,High
39.08,8.07,97.22,6,High
38.21,8.11,72.73,4,High
36.89,6.33,49.46,0,Low
38.88,7.74,80.33,4,High
36.1,5.52,49.99,0,Low
38.59,7.73,93.03,5,High
38.16,9.36,83.67,4,High
36.48,5.88,19.0,0,Low
38.35,8.36,84.59,4,High
36.66,4.5,41.39,0,Low
36.82,5.0,28.47,0,Low
39.26,7.8,95.38,5,High
39.16,8.07,99.55,6,High
36.26,5.86,66.96,1,Low
38.93,8.47,96.54,6,High
39.09,8.76,93.68,6,High
38.35,8.0,85.82,5,High
35.77,4.7,41.83,0,Low
36.88,5.13,41.92,0,Low
39.43,8.14,86.53,6,High
38.46,7.88,85.5,4,High
39.29,8.44,100.0,6,High
38.88,7.25,75.43,3,Medium
37.01,4.54,27.35,0,Low
38.15,8.46,82.96,4,High
37.23,5.37,59.96,0,Low
39.02,7.4,60.99,2,Medium
38.81,8.05,76.74,5,High
37.21,4.78,66.56,1,Low
36.17,3.0,34.79,1,Low
36.28,5.27,61.71,0,Low
38.41,7.69,59.81,2,Medium
39.5,7.94,83.67,4,High
37.16,5.93,63.33,0,Medium
39.03,8.82,82.63,5,High
36.86,4.44,37.76,0,Low
39.07,9.12,81.77,5,High
38.86,7.14,82.84,3,Medium
37.74,7.14,88.49,3,Medium
38.61,7.66,79.86,4,High
37.9,5.35,70.18,2,Medium
37.91,7.82,74.63,3,Medium
38.58,8.24,94.51,6,High
38.84,8.33,79.47,5,High
39.32,8.71,90.75,6,High
36.85,4.84,30.36,0,Low
39.36,9.28,100.0,6,High
35.96,3.0,56.02,1,Low
37.95,5.82,69.11,2,Medium
38.29,7.02,76.64,2,Medium
38.49,7.31,58.13,1,Low
39.64,8.48,92.25,6,High
37.92,8.94,86.19,5,High
36.66,4.13,39.04,0,Low
36.49,4.56,37.46,0,Low
37.48,3.5,78.61,2,Medium
39.25,7.94,89.97,5,High
37.38,6.16,81.85,1,Low
39.16,7.98,82.31,4,High
38.33,7.52,88.5,4,High
38.9,8.29,91.88,6,High
36.25,5.45,43.66,0,Low
37.34,4.92,58.1,0,Low
38.54,7.35,69.99,3,Medium
37.78,5.07,77.19,2,Medium
39.4,8.13,95.32,6,High
36.02,3.27,43.39,1,Low
37.45,7.07,65.74,1,Low
37.87,4.97,32.0,1,Low
36.51,4.88,60.63,0,Low
37.53,4.7,50.12,1,Low
37.2,5.92,41.74,0,Low
36.66,6.64,80.91,1,Low
37.86,8.16,66.16,4,High
37.67,5.9,76.22,2,High
37.69,6.75,48.22,1,Low
38.96,7.54,89.16,5,High
39.96,7.56,92.65,5,High
37.62,7.02,67.89,2,Medium
38.07,6.41,78.84,2,Medium
38.84,8.42,91.82,6,High
39.09,8.48,87.4,6,High
35.89,3.83,66.15,2,Medium
39.62,7.71,99.49,5,High
36.48,6.02,53.56,0,Low
36.93,5.74,83.89,1,Low
37.86,7.03,56.97,1,Low
37.69,7.03,64.22,1,Low
36.39,5.45,49.73,0,Low
39.44,8.08,90.45,6,High
37.08,5.2,38.32,0,Low
37.15,4.48,45.86,0,Low
39.38,9.17,85.7,6,High
38.92,8.42,100.0,6,Medium
36.61,4.37,55.66,0,Low
39.51,7.21,94.39,4,High
39.34,8.19,85.72,6,High
36.17,5.59,32.42,0,Low
38.07,8.09,69.91,4,High
38.04,5.14,58.01,1,Low
36.24,3.88,55.29,1,Low
36.67,4.51,45.95,0,Low
36.47,5.31,35.45,0,Low
37.17,5.86,60.93,0,Low
37.92,6.44,51.93,1,Low
37.82,6.71,84.12,2,Medium
36.26,5.57,39.28,0,Low
37.0,5.87,39.09,0,Low
35.66,5.91,44.7,0,Low
37.68,7.97,100.0,4,High
36.96,5.02,57.75,0,Low
38.34,8.23,100.0,5,High
37.84,8.6,81.59,4,High
39.09,8.64,96.1,6,High
38.1,6.67,65.0,2,Medium
35.82,3.74,59.96,1,Low
36.69,6.34,78.81,1,Low
37.22,5.73,28.72,0,Low
36.38,4.03,27.55,0,High
